fung,AI,isolate,date_inoculated,trt,rate_ppm,rep,DPI_germinated,DPI_measured,length_mm,width_mm,sclerotia_length,sclerotia_width,area
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,2000,2,,7,2.74,2.14,2.74,2.14,0
Miravis,Pydiflumetofen,GD-16-1,12/8/2024,3,2000,3,2,7,3.71,3.86,2.22,2.2,7.411488182
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,0,1,1,7,73.19,71.13,3.14,3.67,4079.735689
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,0,2,1,7,84,84,2.36,2.22,5537.654488
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,0,3,1,7,56.01,60.45,1.38,1.24,2657.860617
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,0.01,1,1,7,59.47,32.89,2.37,2.4,1531.74654
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,0.01,2,1,7,49.73,49,1.89,1.93,1910.969753
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,0.01,3,1,7,48.54,54.84,2.08,2.09,2087.263442
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,0.1,1,1,7,32.84,30.65,2.01,2.66,786.3401565
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,0.1,2,1,7,42.37,43.34,4.08,4.89,1426.569397
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,0.1,3,1,7,14.35,13.71,1.68,1.6,152.4069037
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,1,1,1,7,65.22,46.66,5.03,5.24,2369.395422
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,1,2,1,7,54.88,29.77,1.96,1.9,1280.241082
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,1,3,1,7,34.31,50.65,3.01,3.04,1357.679376
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,10,1,1,7,58.78,52.31,2.67,2.38,2409.937046
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,10,2,1,7,50.44,26.02,1.56,1.77,1028.626218
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,10,3,1,7,24.08,20.53,2.37,1.86,384.8091223
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,100,1,1,7,62.92,24.8,4.11,3.83,1213.184652
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,100,2,1,7,26.16,21.72,3.89,3.91,434.3136316
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,100,3,1,7,19.17,20.87,1.55,1.67,312.1874394
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,500,1,1,7,3.14,3.24,2.86,2.91,1.453771976
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,500,2,1,7,25.93,20.87,2.84,2.74,418.9137018
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,500,3,1,7,43.13,28,1.88,1.23,946.6620672
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,1000,1,1,7,34.87,25.21,4.6,4.35,674.7062553
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,1000,2,1,7,27.55,23.94,2.38,2.38,513.5581844
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,1000,3,,7,3.55,3.67,3.55,3.67,0
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,1500,1,1,7,15.35,13.44,4.85,4.86,143.5181601
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,1500,2,1,7,28.26,27.93,3.85,3.86,608.2443716
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,1500,3,1,7,9.57,11.11,3.07,2.84,76.65792249
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,2000,1,1,7,12.52,10.26,2.8,2.35,95.72055661
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,2000,2,,7,6.09,3.29,6.09,3.29,0
Inspire,Difenoconazole ,GD-16-1,12/8/2024,3,2000,3,1,7,42.21,39.37,4.52,3.45,1292.933194
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,0,1,1,7,42.12,25.81,3.6,3.62,843.584529
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,0,2,1,7,84,84,3.4,3.41,5532.66344
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,0,3,1,7,75.46,84,2.74,2.48,4973.019192
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,0.01,1,1,7,44.54,44.16,2.85,4.05,1535.723482
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,0.01,2,1,7,82.24,74.69,3.96,4.8,4809.383687
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,0.01,3,1,7,46.78,29.43,2.84,2.98,1074.638455
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,0.1,1,1,7,70.17,84,3.98,3.7,4617.790834
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,0.1,2,1,7,84,68.78,2,2.78,4533.286706
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,0.1,3,1,7,27.23,32.98,3.08,3.8,696.1308958
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,1,1,1,7,51.74,43.57,3.21,2.59,1764.002596
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,1,2,1,7,8.65,10.51,4.1,4.08,58.26358366
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,1,3,1,7,69.83,81.82,4.72,4.63,4470.20117
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,10,1,1,7,84,84,2.3,2.01,5538.138451
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,10,2,1,7,15.35,16.58,4.01,4.36,186.1545983
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,10,3,1,7,35.37,61.61,2.3,2.32,1707.306117
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,100,1,1,7,24.05,19.19,4.36,4.54,346.9300763
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,100,2,1,7,79.67,66.06,3.29,3.84,4123.628214
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,100,3,2,7,47.86,50.8,2.34,2.3,1905.302084
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,500,1,1,7,84,75.99,3.2,3.21,5005.254445
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,500,2,1,7,14.53,9.36,4.55,8.41,76.76112381
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,500,3,1,7,12.91,12.63,3.51,3.23,119.1574657
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,1000,1,1,7,40.5,26.32,2.97,2.8,830.671641
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,1000,2,1,7,59.35,84,3.92,3.78,3903.886221
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,1000,3,1,7,74.98,78.96,1.27,1.89,4648.002352
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,1500,1,1,7,71.02,43.46,3.94,3.6,2413.014236
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,1500,2,1,7,8.44,9.25,2.71,2.81,55.33514812
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,1500,3,1,7,84,84,1.95,5.29,5533.667572
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,2000,1,1,7,9.36,9.88,4.33,6.42,50.79813863
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,2000,2,1,7,84,84,2.83,2.81,5535.523625
Cabrio,Pyraclostrobin,GD-16-1,12/8/2024,3,2000,3,1,7,66.29,43.24,4.57,5.01,2233.266995
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,0,1,1,7,53.49,48.45,2.53,2.39,2030.681317
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,0,2,1,7,30.05,34.17,2.35,2.91,801.0825511
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,0,3,1,7,79.12,70.74,3.03,4.72,4384.600783
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,0.01,1,1,7,59.93,53.44,2.32,2.12,2511.499708
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,0.01,2,1,7,73.66,59.59,5.15,4.22,3430.35711
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,0.01,3,1,7,38.53,53.51,1.98,2.64,1615.181584
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,0.1,1,1,7,49.92,24.17,1.98,2.16,944.2760276
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,0.1,2,1,7,77.2,68.13,2.34,2.35,4126.58948
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,0.1,3,1,7,68.58,84,3.8,3.86,4512.938611
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,1,1,1,7,33.82,30.78,2.04,2.04,814.3149391
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,1,2,1,7,38.62,25.11,3.54,3.4,752.1853901
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,1,3,1,7,30.74,21.86,2.47,2.88,522.1820131
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,10,1,1,7,45.34,28.1,3.12,3.04,993.1903102
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,10,2,1,7,23,21.62,1.71,2.28,387.4849738
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,10,3,1,7,16.63,23.84,3.74,4.79,297.3082285
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,100,1,1,7,35.68,22.74,2.22,2.17,633.4595792
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,100,2,1,7,43.22,20.44,3.92,3.11,684.2589745
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,100,3,1,7,30.3,34.6,2.06,2.33,819.6259585
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,500,1,1,7,25.26,15.45,2.63,2.44,301.4749228
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,500,2,1,7,22.9,29.95,2.47,2.54,533.7418173
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,500,3,1,7,64.35,33.3,3.17,3.04,1675.425628
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,1000,1,1,7,34.69,40.79,2.6,3.06,1105.09376
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,1000,2,1,7,52.58,39.17,2.14,1.99,1614.228818
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,1000,3,1,7,36.95,37.69,3.13,3.84,1084.341342
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,1500,1,1,7,47.67,33.36,2.78,2.87,1242.729681
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,1500,2,1,7,19.61,18.87,3.11,2.9,283.5457753
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,1500,3,1,7,62.72,60.56,4.35,5.32,2965.02033
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,2000,1,1,7,38.77,41.55,2.34,2.41,1260.7636
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,2000,2,1,7,33.58,31.48,2.37,2.5,825.5896437
Topsin M,Thiophanate-methyl,GD-16-1,12/8/2024,3,2000,3,1,7,30.67,49.37,1.39,1.15,1187.977062
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,0,1,1,7,63.57,49.73,4.66,4.02,2468.194504
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,0,2,1,7,81.33,84,2.88,3.14,5358.517737
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,0,3,1,7,84,84,3.28,3.12,5533.731896
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,0.01,1,2,7,14.04,16.17,2.67,2.48,173.1058363
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,0.01,2,,7,2.56,2.36,2.56,2.36,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,0.01,3,2,7,18.91,17.4,3.37,3.19,249.9794292
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,0.1,1,,7,2.73,1.08,2.73,1.08,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,0.1,2,,7,2.54,2.48,2.54,2.48,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,0.1,3,1,7,11.3,12.31,2.63,2.84,103.384943
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,1,1,6,7,3.52,3.7,2.35,1.99,6.556111057
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,1,2,1,7,41.98,37.14,2.99,2.27,1219.21274
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,1,3,4,7,55.86,24.05,2.4,2.84,1049.776519
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,10,1,1,7,9.41,10.86,3.43,3.19,71.66828805
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,10,2,2,7,6.64,6.94,2.63,2.61,30.80119487
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,10,3,5,7,17.25,13.93,2.29,2.02,185.0921902
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,100,1,,7,2.15,2.36,2.15,2.36,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,100,2,,7,3.61,3.04,3.61,3.04,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,100,3,,7,5.45,2.18,5.45,2.18,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,500,1,,7,2.45,2.42,2.45,2.42,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,500,2,,7,1.99,2.08,1.99,2.08,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,500,3,,7,2.36,2.47,2.36,2.47,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,1000,1,,7,1.97,2.23,1.97,2.23,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,1000,2,,7,2.67,2.51,2.67,2.51,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,1000,3,,7,1.73,1.74,1.73,1.74,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,1500,1,,7,1.99,2.3,1.99,2.3,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,1500,2,,7,2.84,2.8,2.84,2.8,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,1500,3,,7,2.02,1.88,2.02,1.88,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,2000,1,,7,2.31,2.75,2.31,2.75,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,2000,2,,7,3.96,3.84,3.96,3.84,0
Aprovia,Benzovindiflupyr,GD-16-1,12/8/2024,3,2000,3,,7,1.84,1.96,1.84,1.96,0
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,0,1,1,7,68.87,47.06,2.97,3.69,2536.885426
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,0,2,1,7,26.38,28.15,3.59,3.51,573.3375864
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,0,3,1,7,31.47,28.28,4.31,4.23,684.6632189
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,0.01,1,1,7,46.02,52.88,2.98,2.65,1905.09364
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,0.01,2,1,7,17.03,17.63,2.38,2.29,231.5264996
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,0.01,3,1,7,48.73,46.21,2.93,2.86,1761.988521
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,0.1,1,1,7,55.24,39.87,2.9,2.76,1723.489324
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,0.1,2,1,7,33.78,29,2.82,3.19,762.326451
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,0.1,3,1,7,23.87,25.88,2.71,2.48,479.9056015
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,1,1,1,7,21.06,17.04,4.22,4.12,268.1946187
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,1,2,1,7,47.58,52.34,3.31,3.58,1946.599419
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,1,3,1,7,36.34,27.01,1.33,1.28,769.5653087
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,10,1,1,7,40.28,58.61,2.13,2.28,1850.362227
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,10,2,1,7,63.61,49.37,4.28,3.81,2453.677204
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,10,3,1,7,34.39,42.21,3.67,3.41,1130.256425
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,100,1,1,7,22.82,21.86,3.28,4.08,381.281585
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,100,2,1,7,16.18,23.26,4.01,4.22,282.2914159
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,100,3,1,7,28.66,23.07,2.22,2.06,515.7026355
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,500,1,1,7,16.1,13.74,2.74,2.65,168.0382904
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,500,2,1,7,19.43,16.85,2.21,1.61,254.3412949
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,500,3,1,7,22.61,22.09,5.75,3.97,374.3422782
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,1000,1,1,7,4.76,7.02,1.95,1.87,23.38028191
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,1000,2,1,7,51.84,31.39,2.79,2.74,1272.041054
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,1000,3,1,7,30.4,21.52,2.72,2.54,508.3875942
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,1500,1,1,7,74.1,71.92,4.12,3.35,4174.760304
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,1500,2,1,7,9.69,5.66,1.65,2.24,40.17264413
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,1500,3,1,7,22.3,18.66,4.25,4.25,312.6320533
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,2000,1,1,7,24.69,29.15,1.69,1.87,562.7795577
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,2000,2,1,7,20.14,22.29,4.36,4.59,336.8637068
Vellum Prime,Fluopyram,GD-16-1,12/8/2024,3,2000,3,1,7,23.61,24.79,3.92,4.09,447.095044
Omega,Fluazinam,GD-16-1,12/8/2024,3,0,1,1,7,84,84,5.15,2.62,5531.171969
Omega,Fluazinam,GD-16-1,12/8/2024,3,0,2,1,7,71.96,81.99,4.39,3.61,4621.402488
Omega,Fluazinam,GD-16-1,12/8/2024,3,0,3,1,7,81.6,82.08,3.33,2.74,5253.217051
Omega,Fluazinam,GD-16-1,12/8/2024,3,0.01,1,1,7,50.21,36.9,3.71,3.41,1445.209486
Omega,Fluazinam,GD-16-1,12/8/2024,3,0.01,2,1,7,26.89,23,2.16,2.47,481.5549376
Omega,Fluazinam,GD-16-1,12/8/2024,3,0.01,3,1,7,79.93,71.86,2.46,2.37,4506.567147
Omega,Fluazinam,GD-16-1,12/8/2024,3,0.1,1,1,7,7,11.73,5.03,4.17,48.01523736
Omega,Fluazinam,GD-16-1,12/8/2024,3,0.1,2,1,7,80.61,84,2.7,5.19,5307.113585
Omega,Fluazinam,GD-16-1,12/8/2024,3,0.1,3,2,7,7.19,3.25,2.25,1.96,14.88918543
Omega,Fluazinam,GD-16-1,12/8/2024,3,1,1,6,7,6.15,4.11,2.48,2.36,15.25533805
Omega,Fluazinam,GD-16-1,12/8/2024,3,1,2,2,7,9.1,6.26,2.82,2.16,39.9569738
Omega,Fluazinam,GD-16-1,12/8/2024,3,1,3,1,7,8.17,8.84,4.44,4.46,41.17088518
Omega,Fluazinam,GD-16-1,12/8/2024,3,10,1,1,7,53.44,43.48,4.66,3.84,1810.874293
Omega,Fluazinam,GD-16-1,12/8/2024,3,10,2,1,7,7.58,7.05,3.64,2.38,35.16683048
Omega,Fluazinam,GD-16-1,12/8/2024,3,10,3,3,7,5.64,3.6,1.98,1.94,12.92985266
Omega,Fluazinam,GD-16-1,12/8/2024,3,100,1,2,7,6.55,4.8,3.8,4.13,12.36687927
Omega,Fluazinam,GD-16-1,12/8/2024,3,100,2,,7,2.58,2.46,2.58,2.46,0
Omega,Fluazinam,GD-16-1,12/8/2024,3,100,3,1,7,11.11,11.08,3.28,2.36,90.60195979
Omega,Fluazinam,GD-16-1,12/8/2024,3,500,1,,7,2.36,2.37,2.36,2.37,0
Omega,Fluazinam,GD-16-1,12/8/2024,3,500,2,1,7,5.07,5.83,4.34,4.78,6.921635356
Omega,Fluazinam,GD-16-1,12/8/2024,3,500,3,2,7,1.35,1.48,1.35,1.48,0
Omega,Fluazinam,GD-16-1,12/8/2024,3,1000,1,2,7,6.49,8.66,3,2.75,37.66251165
Omega,Fluazinam,GD-16-1,12/8/2024,3,1000,2,,7,2.34,2.82,2.34,2.82,0
Omega,Fluazinam,GD-16-1,12/8/2024,3,1000,3,2,7,5.99,7.62,3.54,3.27,26.75694417
Omega,Fluazinam,GD-16-1,12/8/2024,3,1500,1,4,7,5.78,7.08,3.94,3.8,20.38139615
Omega,Fluazinam,GD-16-1,12/8/2024,3,1500,2,,7,3.66,3.54,3.66,3.54,0
Omega,Fluazinam,GD-16-1,12/8/2024,3,1500,3,,7,4.18,4.12,4.18,4.12,0
Omega,Fluazinam,GD-16-1,12/8/2024,3,2000,1,,7,2.73,2.48,2.73,2.48,0
Omega,Fluazinam,GD-16-1,12/8/2024,3,2000,2,,7,1.82,1.36,1.82,1.36,0
Omega,Fluazinam,GD-16-1,12/8/2024,3,2000,3,,7,3.67,3.46,3.67,3.46,0
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,0,1,1,7,39.59,18.44,3.23,3.94,563.3766173
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,0,2,1,7,84,84,3.42,3.32,5532.851622
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,0,3,1,7,84,84,3.98,4.08,5529.015737
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,0.01,1,3,7,38.58,37.67,2.05,2.58,1137.271915
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,0.01,2,2,7,6.01,10.08,2.48,3.58,40.60696931
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,0.01,3,3,7,51.22,62.75,2.73,4.71,2514.213966
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,0.1,1,2,7,29.9,32.27,2.72,2.47,752.5328503
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,0.1,2,1,7,52.55,62.62,5.51,4.83,2563.592733
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,0.1,3,2,7,15.54,11.69,3.65,3.24,133.3893514
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,1,1,1,7,40.06,45.98,3.31,3.26,1438.196117
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,1,2,2,7,64.66,51.51,3.13,2.88,2608.795931
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,1,3,1,7,28.98,41.04,3.58,3.95,922.9984922
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,10,1,2,7,9.7,8.7,3.48,3.9,55.62032619
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,10,2,3,7,46.08,38.99,3.08,3.01,1403.811543
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,10,3,2,7,14.61,20.57,3.12,3.85,226.599697
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,100,1,4,7,12.17,14.58,3.12,3.44,130.9304269
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,100,2,3,7,23.1,21.52,7.58,3.76,368.0463695
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,100,3,3,7,11.16,8.69,3.69,3.36,66.43054632
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,500,1,5,7,16.11,10.86,4.38,4.14,123.1672374
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,500,2,3,7,10.85,9.72,2.08,2.74,78.35351856
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,500,3,3,7,9.95,11.06,3.61,3.74,75.82673563
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,1000,1,6,7,8.31,7.37,3.71,4.5,34.98925196
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,1000,2,4,7,9.15,9.78,5.33,3.67,54.9196725
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,1000,3,6,7,30.91,27.54,3.82,4.09,656.3082251
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,1500,1,5,7,27.06,17.66,3.03,2.94,368.32927
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,1500,2,1,7,75.97,45.11,2.34,2.13,2687.650141
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,1500,3,3,7,24.92,22.69,3.54,3.44,434.5271814
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,2000,1,3,7,6.95,6.38,6.02,3.32,19.12805778
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,2000,2,5,7,6.85,6.4,5.89,5.73,7.924902953
Fontelis,Penthiopyrad,GD-16-1,12/8/2024,3,2000,3,6,7,4.08,3.93,4.81,3.12,0.80676098
